Position,Track_Name,Artist,Streams,Date,Region
21,Mon p'tit loup,Sofiane,68192,2017-06-21,fr
22,Space Jam,Mister V,68185,2017-06-21,fr
23,Α. Nwaar Is The New Black,Damso,67925,2017-06-21,fr
24,Be Mine,Ofenbach,66448,2017-06-21,fr
25,B. #QuedusaalVie,Damso,66190,2017-06-21,fr
26,It Ain't Me (with Selena Gomez),Kygo,66040,2017-06-21,fr
27,There's Nothing Holdin' Me Back,Shawn Mendes,65978,2017-06-21,fr
28,There for You,Martin Garrix,63765,2017-06-21,fr
29,N. J Respect R,Damso,61836,2017-06-21,fr
30,Call On Me - Ryan Riback Extended Remix,Starley,60964,2017-06-21,fr
31,Top album,Mister V,59269,2017-06-21,fr
32,Issues,Julia Michaels,58936,2017-06-21,fr
33,Something Just Like This,The Chainsmokers,58859,2017-06-21,fr
34,Slide,Calvin Harris,58709,2017-06-21,fr
35,First Time,Kygo,58459,2017-06-21,fr
36,You Don't Know Me - Radio Edit,Jax Jones,58285,2017-06-21,fr
37,Thunder,Imagine Dragons,57489,2017-06-21,fr
38,Strip That Down,Liam Payne,54864,2017-06-21,fr
39,Ghetto,Benash,54443,2017-06-21,fr
40,Bravo,MHD,54146,2017-06-21,fr
41,Feels,Calvin Harris,53587,2017-06-21,fr
42,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,52294,2017-06-21,fr
43,Fume à fond,Lorenzo,51624,2017-06-21,fr
44,HUMBLE.,Kendrick Lamar,51580,2017-06-21,fr
45,Scared to Be Lonely,Martin Garrix,50361,2017-06-21,fr
46,No Lie,Sean Paul,47308,2017-06-21,fr
47,Skin,Rag'n'Bone Man,46737,2017-06-21,fr
48,Bon appétit,Katy Perry,46102,2017-06-21,fr
49,Ζ. Kietu,Damso,46042,2017-06-21,fr
50,Gramme 2 peuf,Hornet La Frappe,45755,2017-06-21,fr
51,It Won't Kill Ya,The Chainsmokers,45639,2017-06-21,fr
52,Toka,Sofiane,45609,2017-06-21,fr
53,Hear Me Now,Alok,45502,2017-06-21,fr
54,Rollin,Calvin Harris,44497,2017-06-21,fr
55,Chasse à l'homme,Niska,43457,2017-06-21,fr
56,OK,Robin Schulz,42938,2017-06-21,fr
57,Bené,PNL,41260,2017-06-21,fr
58,Κ. Kin la belle,Damso,41102,2017-06-21,fr
59,Back For More (feat. Daecolm),Feder,40942,2017-06-21,fr
60,Δ. Dieu ne ment jamais,Damso,39931,2017-06-21,fr
61,Your Song,Rita Ora,39823,2017-06-21,fr
62,Je ne comprends pas,Kalash Criminel,39338,2017-06-21,fr
63,Whatever It Takes,Imagine Dragons,38905,2017-06-21,fr
64,Never Give Up,Sia,38736,2017-06-21,fr
65,Sexual,NEIKED,38673,2017-06-21,fr
66,Ouloulou,Dabs,37562,2017-06-21,fr
67,September Song,JP Cooper,36437,2017-06-21,fr
68,Believer,Imagine Dragons,36399,2017-06-21,fr
69,Tout l'monde s'en fout,Sofiane,35723,2017-06-21,fr
70,Onizuka,PNL,35428,2017-06-21,fr
71,Moi aimer Toi,Vianney,35369,2017-06-21,fr
72,Sunset Lover,Petit Biscuit,35364,2017-06-21,fr
73,Λ. Lové,Damso,34935,2017-06-21,fr
74,I Feel It Coming,The Weeknd,33735,2017-06-21,fr
75,J'suis dans l'baye,Niska,33548,2017-06-21,fr
76,Pochon bleu,Naps,33270,2017-06-21,fr
77,100 rêves,DTF,33136,2017-06-21,fr
78,XO TOUR Llif3,Lil Uzi Vert,32908,2017-06-21,fr
79,Brothers,Rilès,32719,2017-06-21,fr
80,À part ça,Naps,32474,2017-06-21,fr
81,B.O.C,Niska,32336,2017-06-21,fr
82,Afro Trap Pt. 8 (Never),MHD,32246,2017-06-21,fr
83,Passionfruit,Drake,30604,2017-06-21,fr
84,Venice,Mister V,30376,2017-06-21,fr
85,Good Life (with G-Eazy & Kehlani),G-Eazy,30319,2017-06-21,fr
86,Oh bah oui,Lacrim,29680,2017-06-21,fr
87,Η. Gova,Damso,29481,2017-06-21,fr
88,La dolce vita,Lacrim,29396,2017-06-21,fr
89,Les menottes (Tching Tchang Tchong),L'Algérino,29101,2017-06-21,fr
90,The Cure,Lady Gaga,28708,2017-06-21,fr
91,One Dance,Drake,28572,2017-06-21,fr
92,Love Gun - Radio Edit,Tess,28565,2017-06-21,fr
93,Ciao,Naps,28239,2017-06-21,fr
94,Déstabilisé,Djadja & Dinaz,28017,2017-06-21,fr
95,Old Man,Andrelli,28002,2017-06-21,fr
96,Petit déjeuner,Mister V,27769,2017-06-21,fr
97,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,27512,2017-06-21,fr
98,Comme si,SCH,27392,2017-06-21,fr
99,Je ne me vois pas briller,Jul,27014,2017-06-21,fr
100,Aloha,Møme,26553,2017-06-21,fr
101,Infréquentables,Dosseh,26468,2017-06-21,fr
102,Beely,Jul,26421,2017-06-21,fr
103,Mauvaise graine,Nekfeu,26411,2017-06-21,fr
104,Thank God,Rilès,26348,2017-06-21,fr
105,Galway Girl,Ed Sheeran,26169,2017-06-21,fr
106,Reine,Dadju,26164,2017-06-21,fr
107,Apollo13,Mister V,26117,2017-06-21,fr
108,That's What I Like,Bruno Mars,25895,2017-06-21,fr
109,Poto,Sofiane,25479,2017-06-21,fr
110,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,25343,2017-06-21,fr
111,Ι. Peur d'être père,Damso,25136,2017-06-21,fr
112,Dans la lune,Sadek,25017,2017-06-21,fr
113,Roule,Soprano,24886,2017-06-21,fr
114,Feu d'artifice,Alonzo,24863,2017-06-21,fr
115,Afro Trap Pt. 7 (La puissance),MHD,24752,2017-06-21,fr
116,Human,Rag'n'Bone Man,24628,2017-06-21,fr
117,Grande armée,Lacrim,24523,2017-06-21,fr
118,Poupée russe,SCH,24434,2017-06-21,fr
119,Wonderwall - Remastered,Oasis,24367,2017-06-21,fr
120,Me Rehúso,Danny Ocean,24056,2017-06-21,fr
121,Marion Maréchal,Sofiane,23947,2017-06-21,fr
122,Je m'en vais,Vianney,23878,2017-06-21,fr
123,Saturne,Nekfeu,23770,2017-06-21,fr
124,Boyz N The Hood,Kaaris,23635,2017-06-21,fr
125,Bad Liar,Selena Gomez,23521,2017-06-21,fr
126,Seven Nation Army,The White Stripes,23512,2017-06-21,fr
127,Naha,PNL,23378,2017-06-21,fr
128,Ξ. Une âme pour deux,Damso,23129,2017-06-21,fr
129,Let Me Love You,DJ Snake,23089,2017-06-21,fr
130,Vitrine,Vald,23065,2017-06-21,fr
131,No Promises (feat. Demi Lovato),Cheat Codes,23044,2017-06-21,fr
132,Now Or Never,Halsey,23043,2017-06-21,fr
133,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,23042,2017-06-21,fr
134,Vroum vroum,Naps,23027,2017-06-21,fr
135,Μ. Noob Saibot,Damso,23013,2017-06-21,fr
136,Pour walou,Scridge,22961,2017-06-21,fr
137,Double h,Hornet La Frappe,22864,2017-06-21,fr
138,Your Mind (feat. Kristen Marie),HEDIA,22643,2017-06-21,fr
139,Paris c'est loin,Damso,22580,2017-06-21,fr
140,Skywalker,S.Pri Noir,22484,2017-06-21,fr
141,How Many Times,Greg June,22473,2017-06-21,fr
142,Solo Dance,Martin Jensen,22264,2017-06-21,fr
143,Tuesday,Burak Yeter,22228,2017-06-21,fr
144,C'est la même,Djadja & Dinaz,22198,2017-06-21,fr
145,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,22170,2017-06-21,fr
146,Deutsche Qualität,Mister V,22091,2017-06-21,fr
147,Chained To The Rhythm,Katy Perry,22090,2017-06-21,fr
148,DNA.,Kendrick Lamar,22056,2017-06-21,fr
149,Roro,Ninho,21999,2017-06-21,fr
150,Comportement,Aya Nakamura,21987,2017-06-21,fr
151,Mamamia,RIDSA,21591,2017-06-21,fr
152,I Feel So Bad,Kungs,21528,2017-06-21,fr
153,Chantaje,Shakira,21360,2017-06-21,fr
154,Cellophané,Rim'K,21101,2017-06-21,fr
155,Mélanger,Kalash Criminel,21036,2017-06-21,fr
156,Felices los 4,Maluma,20968,2017-06-21,fr
157,Down,Marian Hill,20956,2017-06-21,fr
158,Smells Like Teen Spirit,Nirvana,20657,2017-06-21,fr
159,Congratulations,Post Malone,20394,2017-06-21,fr
160,DA,PNL,20321,2017-06-21,fr
161,Malibu,Miley Cyrus,20176,2017-06-21,fr
162,Swish Swish,Katy Perry,20156,2017-06-21,fr
163,Tchoin,Kaaris,20092,2017-06-21,fr
164,Redbone,Childish Gambino,20067,2017-06-21,fr
165,Highlander,S.Pri Noir,19888,2017-06-21,fr
166,I Do It,Rilès,19717,2017-06-21,fr
167,Creep,Radiohead,19583,2017-06-21,fr
168,La bise (feat. Brulux),Sadek,19505,2017-06-21,fr
169,Dans la légende,PNL,19491,2017-06-21,fr
170,BruxellesVie,Damso,19373,2017-06-21,fr
171,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,19354,2017-06-21,fr
172,Skurt Cobain,Sneazzy,19318,2017-06-21,fr
173,Ivre,Benash,19310,2017-06-21,fr
174,Cheap Thrills,Sia,19284,2017-06-21,fr
175,Squa,Nekfeu,19187,2017-06-21,fr
176,More Than You Know,Axwell /\ Ingrosso,18997,2017-06-21,fr
177,Enterrez-les,Kalash Criminel,18977,2017-06-21,fr
178,Paint It Black,The Rolling Stones,18864,2017-06-21,fr
179,Get Lucky - Radio Edit,Daft Punk,18811,2017-06-21,fr
180,Lean On (feat. MØ & DJ Snake),Major Lazer,18781,2017-06-21,fr
181,DKR,Booba,18752,2017-06-21,fr
182,L'Aventurier,Indochine,18741,2017-06-21,fr
183,Roxanne - Remastered 2003,The Police,18741,2017-06-21,fr
184,Still Got Time,ZAYN,18635,2017-06-21,fr
185,J’écris,Alonzo,18565,2017-06-21,fr
186,Ain't Your Mama,Jennifer Lopez,18524,2017-06-21,fr
187,Overnight,Parcels,18308,2017-06-21,fr
188,Bazardée,KeBlack,18159,2017-06-21,fr
189,Weak,AJR,18156,2017-06-21,fr
190,Gville,Mister V,18036,2017-06-21,fr
191,Way Down We Go,Kaleo,17989,2017-06-21,fr
192,Me Enamoré,Shakira,17985,2017-06-21,fr
193,Bad and Boujee (feat. Lil Uzi Vert),Migos,17984,2017-06-21,fr
194,Elvira,Naps,17979,2017-06-21,fr
195,Oceans Away,A R I Z O N A,17951,2017-06-21,fr
196,Million Eyes,Loïc Nottet,17940,2017-06-21,fr
197,Demain,Mister V,17895,2017-06-21,fr
198,My Way,Calvin Harris,17881,2017-06-21,fr
199,Under The Bridge,Red Hot Chili Peppers,17869,2017-06-21,fr
200,Jusqu'au dernier gramme,PNL,17826,2017-06-21,fr
1,Θ. Macarena,Damso,156843,2017-06-22,fr
2,Despacito - Remix,Luis Fonsi,132167,2017-06-22,fr
3,Shape of You,Ed Sheeran,119226,2017-06-22,fr
4,Wild Thoughts,DJ Khaled,111624,2017-06-22,fr
5,Despacito (Featuring Daddy Yankee),Luis Fonsi,101628,2017-06-22,fr
6,2U (feat. Justin Bieber),David Guetta,98969,2017-06-22,fr
7,Attention,Charlie Puth,98303,2017-06-22,fr
8,I'm the One,DJ Khaled,93966,2017-06-22,fr
9,Chocolat (feat. Awa),Lartiste,88843,2017-06-22,fr
10,Ε. Signaler,Damso,88405,2017-06-22,fr
11,Fly (feat. Amara Abonta),Ødyssey,87021,2017-06-22,fr
12,Mask Off,Future,86706,2017-06-22,fr
13,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,82996,2017-06-22,fr
14,Symphony (feat. Zara Larsson),Clean Bandit,82073,2017-06-22,fr
15,Unforgettable,French Montana,79611,2017-06-22,fr
16,Mama,Jonas Blue,78058,2017-06-22,fr
17,Γ. Mosaïque solitaire,Damso,77483,2017-06-22,fr
18,SUBEME LA RADIO,Enrique Iglesias,71892,2017-06-22,fr
19,Stay (with Alessia Cara),Zedd,71813,2017-06-22,fr
20,Space Jam,Mister V,69285,2017-06-22,fr
21,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,68241,2017-06-22,fr
22,There's Nothing Holdin' Me Back,Shawn Mendes,66110,2017-06-22,fr
23,Mon p'tit loup,Sofiane,65372,2017-06-22,fr
24,Α. Nwaar Is The New Black,Damso,65260,2017-06-22,fr
25,Be Mine,Ofenbach,65000,2017-06-22,fr
26,It Ain't Me (with Selena Gomez),Kygo,64614,2017-06-22,fr
27,B. #QuedusaalVie,Damso,64087,2017-06-22,fr
28,There for You,Martin Garrix,63974,2017-06-22,fr
29,Call On Me - Ryan Riback Extended Remix,Starley,61059,2017-06-22,fr
30,First Time,Kygo,59651,2017-06-22,fr
31,N. J Respect R,Damso,59549,2017-06-22,fr
32,Top album,Mister V,58988,2017-06-22,fr
33,Issues,Julia Michaels,58819,2017-06-22,fr
34,Something Just Like This,The Chainsmokers,57633,2017-06-22,fr
35,Thunder,Imagine Dragons,57484,2017-06-22,fr
36,You Don't Know Me - Radio Edit,Jax Jones,57476,2017-06-22,fr
37,Slide,Calvin Harris,57444,2017-06-22,fr
38,Strip That Down,Liam Payne,57285,2017-06-22,fr
39,Feels,Calvin Harris,54565,2017-06-22,fr
40,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,53321,2017-06-22,fr
41,Ghetto,Benash,52981,2017-06-22,fr
42,HUMBLE.,Kendrick Lamar,50706,2017-06-22,fr
43,Bravo,MHD,50293,2017-06-22,fr
44,Scared to Be Lonely,Martin Garrix,50270,2017-06-22,fr
45,Fume à fond,Lorenzo,48744,2017-06-22,fr
46,No Lie,Sean Paul,47392,2017-06-22,fr
47,Bon appétit,Katy Perry,47298,2017-06-22,fr
48,Skin,Rag'n'Bone Man,46976,2017-06-22,fr
49,Gramme 2 peuf,Hornet La Frappe,45804,2017-06-22,fr
50,Ζ. Kietu,Damso,45198,2017-06-22,fr
51,Rollin,Calvin Harris,44899,2017-06-22,fr
52,It Won't Kill Ya,The Chainsmokers,44493,2017-06-22,fr
53,OK,Robin Schulz,42984,2017-06-22,fr
54,Hear Me Now,Alok,42878,2017-06-22,fr
55,Toka,Sofiane,42106,2017-06-22,fr
56,Chasse à l'homme,Niska,41532,2017-06-22,fr
57,Your Song,Rita Ora,40365,2017-06-22,fr
58,Bené,PNL,40093,2017-06-22,fr
59,Whatever It Takes,Imagine Dragons,39980,2017-06-22,fr
60,Never Give Up,Sia,39587,2017-06-22,fr
61,Back For More (feat. Daecolm),Feder,39568,2017-06-22,fr
62,Κ. Kin la belle,Damso,39428,2017-06-22,fr
63,Sexual,NEIKED,38675,2017-06-22,fr
64,Δ. Dieu ne ment jamais,Damso,38120,2017-06-22,fr
65,Je ne comprends pas,Kalash Criminel,37332,2017-06-22,fr
66,I Feel It Coming,The Weeknd,36478,2017-06-22,fr
67,Believer,Imagine Dragons,36331,2017-06-22,fr
68,Ouloulou,Dabs,36134,2017-06-22,fr
69,Moi aimer Toi,Vianney,36017,2017-06-22,fr
70,Onizuka,PNL,35275,2017-06-22,fr
71,September Song,JP Cooper,34972,2017-06-22,fr
72,Tout l'monde s'en fout,Sofiane,34561,2017-06-22,fr
73,Λ. Lové,Damso,33724,2017-06-22,fr
74,XO TOUR Llif3,Lil Uzi Vert,32933,2017-06-22,fr
75,100 rêves,DTF,32654,2017-06-22,fr
76,Sunset Lover,Petit Biscuit,32528,2017-06-22,fr
77,Pochon bleu,Naps,32070,2017-06-22,fr
78,J'suis dans l'baye,Niska,31853,2017-06-22,fr
79,Venice,Mister V,31693,2017-06-22,fr
80,À part ça,Naps,31491,2017-06-22,fr
81,Brothers,Rilès,31122,2017-06-22,fr
82,Afro Trap Pt. 8 (Never),MHD,30954,2017-06-22,fr
83,B.O.C,Niska,30939,2017-06-22,fr
84,Good Life (with G-Eazy & Kehlani),G-Eazy,30748,2017-06-22,fr
85,Passionfruit,Drake,30344,2017-06-22,fr
86,Oh bah oui,Lacrim,29548,2017-06-22,fr
87,The Cure,Lady Gaga,29378,2017-06-22,fr
88,Love Gun - Radio Edit,Tess,29250,2017-06-22,fr
89,Η. Gova,Damso,28860,2017-06-22,fr
90,La dolce vita,Lacrim,28784,2017-06-22,fr
91,Old Man,Andrelli,28730,2017-06-22,fr
92,Petit déjeuner,Mister V,28608,2017-06-22,fr
93,One Dance,Drake,27824,2017-06-22,fr
94,Aloha,Møme,27771,2017-06-22,fr
95,Apollo13,Mister V,27663,2017-06-22,fr
96,Déstabilisé,Djadja & Dinaz,27263,2017-06-22,fr
97,Ciao,Naps,27243,2017-06-22,fr
98,Les menottes (Tching Tchang Tchong),L'Algérino,26893,2017-06-22,fr
99,Comme si,SCH,26889,2017-06-22,fr
100,Infréquentables,Dosseh,26712,2017-06-22,fr
101,Galway Girl,Ed Sheeran,26198,2017-06-22,fr
102,Mauvaise graine,Nekfeu,25900,2017-06-22,fr
103,Je ne me vois pas briller,Jul,25652,2017-06-22,fr
104,Human,Rag'n'Bone Man,25615,2017-06-22,fr
105,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,25234,2017-06-22,fr
106,Dans la lune,Sadek,25233,2017-06-22,fr
107,Thank God,Rilès,25100,2017-06-22,fr
108,Roule,Soprano,24932,2017-06-22,fr
109,Poto,Sofiane,24918,2017-06-22,fr
110,Reine,Dadju,24822,2017-06-22,fr
111,Beely,Jul,24602,2017-06-22,fr
112,That's What I Like,Bruno Mars,24558,2017-06-22,fr
113,Poupée russe,SCH,24404,2017-06-22,fr
114,Deutsche Qualität,Mister V,24399,2017-06-22,fr
115,Ι. Peur d'être père,Damso,24167,2017-06-22,fr
116,Feu d'artifice,Alonzo,23939,2017-06-22,fr
117,Je m'en vais,Vianney,23873,2017-06-22,fr
118,Grande armée,Lacrim,23781,2017-06-22,fr
119,Overnight,Parcels,23723,2017-06-22,fr
120,Boyz N The Hood,Kaaris,23657,2017-06-22,fr
121,Saturne,Nekfeu,23552,2017-06-22,fr
122,How Many Times,Greg June,23410,2017-06-22,fr
123,Vitrine,Vald,23278,2017-06-22,fr
124,Marion Maréchal,Sofiane,23252,2017-06-22,fr
125,Bad Liar,Selena Gomez,23145,2017-06-22,fr
126,Naha,PNL,23121,2017-06-22,fr
127,Afro Trap Pt. 7 (La puissance),MHD,22960,2017-06-22,fr
128,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,22773,2017-06-22,fr
129,Now Or Never,Halsey,22638,2017-06-22,fr
130,Skywalker,S.Pri Noir,22467,2017-06-22,fr
131,Double h,Hornet La Frappe,22374,2017-06-22,fr
132,Ξ. Une âme pour deux,Damso,22318,2017-06-22,fr
133,Vroum vroum,Naps,22275,2017-06-22,fr
134,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,22196,2017-06-22,fr
135,Μ. Noob Saibot,Damso,22156,2017-06-22,fr
136,Paris c'est loin,Damso,22117,2017-06-22,fr
137,Your Mind (feat. Kristen Marie),HEDIA,21618,2017-06-22,fr
138,C'est la même,Djadja & Dinaz,21528,2017-06-22,fr
139,Roro,Ninho,21493,2017-06-22,fr
140,Let Me Love You,DJ Snake,21382,2017-06-22,fr
141,Chained To The Rhythm,Katy Perry,21315,2017-06-22,fr
142,Pour walou,Scridge,21139,2017-06-22,fr
143,Mamamia,RIDSA,20999,2017-06-22,fr
144,Cellophané,Rim'K,20815,2017-06-22,fr
145,DNA.,Kendrick Lamar,20814,2017-06-22,fr
146,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,20777,2017-06-22,fr
147,I Feel So Bad,Kungs,20729,2017-06-22,fr
148,Comportement,Aya Nakamura,20727,2017-06-22,fr
149,Solo Dance,Martin Jensen,20617,2017-06-22,fr
150,No Promises (feat. Demi Lovato),Cheat Codes,20581,2017-06-22,fr
151,Felices los 4,Maluma,20506,2017-06-22,fr
152,Tuesday,Burak Yeter,20490,2017-06-22,fr
153,Me Rehúso,Danny Ocean,20488,2017-06-22,fr
154,DA,PNL,20127,2017-06-22,fr
155,Highlander,S.Pri Noir,20070,2017-06-22,fr
156,Mélanger,Kalash Criminel,19894,2017-06-22,fr
157,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,19867,2017-06-22,fr
158,Malibu,Miley Cyrus,19845,2017-06-22,fr
159,Alors alors,Bigflo & Oli,19745,2017-06-22,fr
160,Dans la légende,PNL,19626,2017-06-22,fr
161,Oceans Away,A R I Z O N A,19564,2017-06-22,fr
162,More Than You Know,Axwell /\ Ingrosso,19523,2017-06-22,fr
163,Tchoin,Kaaris,19519,2017-06-22,fr
164,Congratulations,Post Malone,19496,2017-06-22,fr
165,Wearing Nothing,Dagny,19332,2017-06-22,fr
166,Swish Swish,Katy Perry,19301,2017-06-22,fr
167,Chantaje,Shakira,19271,2017-06-22,fr
168,La bise (feat. Brulux),Sadek,19224,2017-06-22,fr
169,Redbone,Childish Gambino,19170,2017-06-22,fr
170,Gville,Mister V,19159,2017-06-22,fr
171,Skurt Cobain,Sneazzy,19118,2017-06-22,fr
172,I Do It,Rilès,19051,2017-06-22,fr
173,Demain,Mister V,18942,2017-06-22,fr
174,Down,Marian Hill,18928,2017-06-22,fr
175,BruxellesVie,Damso,18769,2017-06-22,fr
176,Squa,Nekfeu,18724,2017-06-22,fr
177,Still Got Time,ZAYN,18637,2017-06-22,fr
178,DKR,Booba,18591,2017-06-22,fr
179,Ivre,Benash,18570,2017-06-22,fr
180,Bulletproof,Mister V,18280,2017-06-22,fr
181,J’écris,Alonzo,18271,2017-06-22,fr
182,Cheap Thrills,Sia,18059,2017-06-22,fr
183,Enterrez-les,Kalash Criminel,17999,2017-06-22,fr
184,Lean On (feat. MØ & DJ Snake),Major Lazer,17830,2017-06-22,fr
185,Elvira,Naps,17726,2017-06-22,fr
186,Slow Hands,Niall Horan,17704,2017-06-22,fr
187,Jusqu'au dernier gramme,PNL,17670,2017-06-22,fr
188,Thérapie,Mister V,17595,2017-06-22,fr
189,Weak,AJR,17454,2017-06-22,fr
190,Ain't Your Mama,Jennifer Lopez,17381,2017-06-22,fr
191,Ride,Twenty One Pilots,17378,2017-06-22,fr
192,Heal Tomorrow,Naïve New Beaters,17362,2017-06-22,fr
193,Million Eyes,Loïc Nottet,17323,2017-06-22,fr
194,My Way,Calvin Harris,17300,2017-06-22,fr
195,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,17298,2017-06-22,fr
196,Me Enamoré,Shakira,17293,2017-06-22,fr
197,Way Down We Go,Kaleo,17281,2017-06-22,fr
198,Feel It Still,Portugal. The Man,17253,2017-06-22,fr
199,Avancer,RIDSA,17231,2017-06-22,fr
200,Places,Martin Solveig,17164,2017-06-22,fr
1,Θ. Macarena,Damso,167063,2017-06-23,fr
2,Despacito - Remix,Luis Fonsi,144719,2017-06-23,fr
3,Shape of You,Ed Sheeran,134671,2017-06-23,fr
4,Wild Thoughts,DJ Khaled,132480,2017-06-23,fr
5,I'm the One,DJ Khaled,119088,2017-06-23,fr
6,Despacito (Featuring Daddy Yankee),Luis Fonsi,115903,2017-06-23,fr
7,Attention,Charlie Puth,106590,2017-06-23,fr
8,2U (feat. Justin Bieber),David Guetta,103988,2017-06-23,fr
9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,103268,2017-06-23,fr
10,Chocolat (feat. Awa),Lartiste,102384,2017-06-23,fr
11,Fly (feat. Amara Abonta),Ødyssey,98084,2017-06-23,fr
12,Mask Off,Future,96220,2017-06-23,fr
13,Ε. Signaler,Damso,94553,2017-06-23,fr
14,Symphony (feat. Zara Larsson),Clean Bandit,94363,2017-06-23,fr
15,SUBEME LA RADIO,Enrique Iglesias,85448,2017-06-23,fr
16,Unforgettable,French Montana,85081,2017-06-23,fr
17,Thunder,Imagine Dragons,84351,2017-06-23,fr
18,Believer,Imagine Dragons,83515,2017-06-23,fr
19,Γ. Mosaïque solitaire,Damso,80271,2017-06-23,fr
20,Mama,Jonas Blue,78703,2017-06-23,fr
21,Stay (with Alessia Cara),Zedd,75914,2017-06-23,fr
22,Call On Me - Ryan Riback Extended Remix,Starley,73118,2017-06-23,fr
23,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,73060,2017-06-23,fr
24,It Ain't Me (with Selena Gomez),Kygo,72712,2017-06-23,fr
25,You Don't Know Me - Radio Edit,Jax Jones,70876,2017-06-23,fr
26,Mon p'tit loup,Sofiane,70554,2017-06-23,fr
27,Be Mine,Ofenbach,69931,2017-06-23,fr
28,Space Jam,Mister V,69830,2017-06-23,fr
29,Α. Nwaar Is The New Black,Damso,67029,2017-06-23,fr
30,B. #QuedusaalVie,Damso,66560,2017-06-23,fr
31,Something Just Like This,The Chainsmokers,66012,2017-06-23,fr
32,There for You,Martin Garrix,64273,2017-06-23,fr
33,There's Nothing Holdin' Me Back,Shawn Mendes,63868,2017-06-23,fr
34,Slide,Calvin Harris,63575,2017-06-23,fr
35,N. J Respect R,Damso,62546,2017-06-23,fr
36,Skin,Rag'n'Bone Man,62317,2017-06-23,fr
37,Whatever It Takes,Imagine Dragons,61917,2017-06-23,fr
38,No Lie,Sean Paul,61654,2017-06-23,fr
39,Feels,Calvin Harris,60863,2017-06-23,fr
40,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,59899,2017-06-23,fr
41,Strip That Down,Liam Payne,59690,2017-06-23,fr
42,Top album,Mister V,58610,2017-06-23,fr
43,First Time,Kygo,56407,2017-06-23,fr
44,Ghetto,Benash,56189,2017-06-23,fr
45,Bravo,MHD,55684,2017-06-23,fr
46,HUMBLE.,Kendrick Lamar,55420,2017-06-23,fr
47,Fume à fond,Lorenzo,55374,2017-06-23,fr
48,Issues,Julia Michaels,54689,2017-06-23,fr
49,Bon appétit,Katy Perry,53750,2017-06-23,fr
50,Scared to Be Lonely,Martin Garrix,52572,2017-06-23,fr
51,Alors alors,Bigflo & Oli,50173,2017-06-23,fr
52,Trop tard,Bigflo & Oli,49501,2017-06-23,fr
53,Gramme 2 peuf,Hornet La Frappe,49469,2017-06-23,fr
54,It Won't Kill Ya,The Chainsmokers,49409,2017-06-23,fr
55,Never Give Up,Sia,48528,2017-06-23,fr
56,Ζ. Kietu,Damso,46981,2017-06-23,fr
57,Toka,Sofiane,45947,2017-06-23,fr
58,Rollin,Calvin Harris,45586,2017-06-23,fr
59,Personne,Bigflo & Oli,45502,2017-06-23,fr
60,OK,Robin Schulz,45096,2017-06-23,fr
61,Salope !,Bigflo & Oli,44183,2017-06-23,fr
62,Bené,PNL,43294,2017-06-23,fr
63,Papa,Bigflo & Oli,43004,2017-06-23,fr
64,Chasse à l'homme,Niska,42881,2017-06-23,fr
65,Κ. Kin la belle,Damso,41675,2017-06-23,fr
66,I’ll Make It Up To You,Imagine Dragons,40441,2017-06-23,fr
67,Ça va trop vite,Bigflo & Oli,40048,2017-06-23,fr
68,Δ. Dieu ne ment jamais,Damso,39740,2017-06-23,fr
69,Ouloulou,Dabs,39541,2017-06-23,fr
70,Je ne comprends pas,Kalash Criminel,39424,2017-06-23,fr
71,Répondez-moi,Bigflo & Oli,39003,2017-06-23,fr
72,Back For More (feat. Daecolm),Feder,38034,2017-06-23,fr
73,Tout l'monde s'en fout,Sofiane,37828,2017-06-23,fr
74,La vie normale,Bigflo & Oli,37508,2017-06-23,fr
75,I Feel It Coming,The Weeknd,37487,2017-06-23,fr
76,Your Song,Rita Ora,37458,2017-06-23,fr
77,Moi aimer Toi,Vianney,37400,2017-06-23,fr
78,Onizuka,PNL,37241,2017-06-23,fr
79,Sexual,NEIKED,36569,2017-06-23,fr
